web-scraper-order,web-scraper-start-url,img-src,name,core count,perfomance core clock,perfomance boost clock,tpc,integrated graphics,price,link,link-href,rating,socket1,socket2
1672945026-532,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=4,/static/forever/img/no-image.png,Intel Celeron E3300,2,2.5,null,65,Integrated GraphicsNone,128.85,Intel Celeron E3300         (0),https://es.pcpartpicker.com/product/MhXfrH/intel-cpu-bx80571e3300,null,"Integrated Graphics


None","Socket


LGA775"
1672945028-533,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=4,//cdna.pcpartpicker.com/static/forever/images/product/c18ee131d4d211b2ad40882e5b997371.256p.jpg,Intel Core i5-10400,6,2.9,4.3,65,Integrated GraphicsIntel UHD Graphics 630,133.4,Intel Core i5-10400         (54),https://es.pcpartpicker.com/product/X8snTW/intel-core-i5-10400-29-ghz-6-core-processor-bx8070110400,"(54 Ratings, 4.8 Average)","Socket


LGA1200","Core Family


Comet Lake"
1672945031-534,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=4,//cdna.pcpartpicker.com/static/forever/images/product/ab31eff2865edb93498c3ab8707d4c71.256p.jpg,Intel Pentium Gold G6600,2,4.2,null,58,Integrated GraphicsIntel UHD Graphics 630,133.9,Intel Pentium Gold G6600         (0),https://es.pcpartpicker.com/product/KwFKHx/intel-pentium-gold-g6600-42-ghz-dual-core-processor-bx80701g6600,null,"Integrated Graphics


Intel UHD Graphics 630","Socket


LGA1200"
1672945033-535,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=4,https://m.media-amazon.com/images/I/419h1NMeqvL.jpg,Intel Core i3-10320,4,3.8,4.6,65,Integrated GraphicsIntel UHD Graphics 630,135.29,Intel Core i3-10320         (0),https://es.pcpartpicker.com/product/tZPgXL/intel-core-i3-10320-38-ghz-quad-core-processor-bx8070110320,null,"Socket


LGA1200","Core Family


Comet Lake"
1672945035-536,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=4,//cdna.pcpartpicker.com/static/forever/images/product/1dd09dfdc581be6224a323d49d714c7f.256p.jpg,AMD Ryzen 5 5600G,6,3.9,4.4,65,Integrated GraphicsRadeon Vega 7,135.39,AMD Ryzen 5 5600G         (78),https://es.pcpartpicker.com/product/sYmmP6/amd-ryzen-5-5600g-39-ghz-6-core-processor-100-100000252box,"(78 Ratings, 4.8 Average)","Socket


AM4","Core Family


Cezanne"
1672945037-537,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=4,https://m.media-amazon.com/images/I/51pVI+cdnNL.jpg,Intel Core 2 Duo E7500,2,2.93,null,65,Integrated GraphicsNone,138.79,Intel Core 2 Duo E7500         (3),https://es.pcpartpicker.com/product/dLNp99/intel-cpu-bx80571e7500,"(3 Ratings, 4.7 Average)","Integrated Graphics


None","Socket


LGA775"
1672945040-538,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=4,//cdna.pcpartpicker.com/static/forever/images/product/1cd42b90d913aa4fe2338eb376fd3e2d.256p.jpg,Intel Core i5-11400F,6,2.6,4.4,65,Integrated GraphicsNone,139.13,Intel Core i5-11400F         (15),https://es.pcpartpicker.com/product/qp2WGX/intel-core-i5-11400f-26-ghz-6-core-processor-bx8070811400f,"(15 Ratings, 4.7 Average)","Socket


LGA1200","Core Family


Rocket Lake-S"
1672945042-539,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=4,/static/forever/img/no-image.png,Intel Core i3-13100F,4,3.4,4.5,58,Integrated GraphicsNone,141.8,Intel Core i3-13100F         (0),https://es.pcpartpicker.com/product/9MGbt6/intel-core-i3-13100f-34-ghz-quad-core-processor-bx8071513100f,null,"Socket


LGA1700","Core Family


Raptor Lake"
1672945044-540,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=4,https://m.media-amazon.com/images/I/51KAbpUr9sL.jpg,Intel Pentium G3258,2,3.2,null,53,Integrated GraphicsIntel HD Graphics,149.53,Intel Pentium G3258         (159),https://es.pcpartpicker.com/product/fKCwrH/intel-cpu-bx80646g3258,"(159 Ratings, 4.8 Average)","Integrated Graphics


Intel HD Graphics","Socket


LGA1150"
1672945046-541,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=4,//cdna.pcpartpicker.com/static/forever/images/product/03f161573f98c93ea9f3e36c4254956e.256p.jpg,AMD Ryzen 5 3600,6,3.6,4.2,65,Integrated GraphicsNone,149.99,AMD Ryzen 5 3600         (1),https://es.pcpartpicker.com/product/Mt92FT/amd-ryzen-5-3600-36-ghz-6-core-oemtray-processor-100-100000031mpk,"(1 Rating, 5.0 Average)","Socket


AM4","Core Family



Matisse"
1672945052-542,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,https://images-na.ssl-images-amazon.com/images/I/51LL-2d6xoL.jpg,AMD A8-6600K,4,3.9,null,100,Integrated GraphicsRadeon HD 8570D,151,AMD A8-6600K         (21),https://es.pcpartpicker.com/product/fb7wrH/amd-cpu-ad660kwohlbox,"(21 Ratings, 4.6 Average)","Integrated Graphics


Radeon HD 8570D","Socket


FM2"
1672945054-543,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,//cdna.pcpartpicker.com/static/forever/images/product/7714a4b585034b6e4a3f2e230c2806f8.256p.jpg,AMD Ryzen 3 1200 (14nm),4,3.1,3.4,65,Integrated GraphicsNone,151.56,AMD Ryzen 3 1200 (14nm)         (70),https://es.pcpartpicker.com/product/TX4NnQ/amd-ryzen-3-1300x-35ghz-quad-core-processor-yd1200bbaebox,"(70 Ratings, 4.9 Average)","Socket


AM4","Core Family


Summit Ridge"
1672945056-544,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,//cdna.pcpartpicker.com/static/forever/images/product/a00d61cff204084081cdafdb26f36d1e.256p.jpg,AMD FX-6350,6,3.9,null,125,Integrated GraphicsNone,152.4,AMD FX-6350         (1),https://es.pcpartpicker.com/product/ZFs8TW/amd-fx-6350-39ghz-6-core-processor-fd6350frhkhbx,"(1 Rating, 4.0 Average)","Integrated Graphics


None","Socket


AM3+"
1672945059-545,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,//cdna.pcpartpicker.com/static/forever/images/product/f5a45cd5b3a3c4364da8141e7ba9dec4.256p.jpg,Intel Celeron G4900,2,3.1,null,65,Integrated GraphicsIntel UHD Graphics 610,155,Intel Celeron G4900         (2),https://es.pcpartpicker.com/product/y8448d/intel-celeron-g4900-31ghz-dual-core-processor-bx80684g4900,"(2 Ratings, 4.5 Average)","Integrated Graphics


Intel UHD Graphics 610","Socket


LGA1151"
1672945061-546,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,https://m.media-amazon.com/images/I/31Udq2Ji0eL.jpg,Intel Core 2 Duo E7300,2,2.66,null,65,Integrated GraphicsNone,155.19,Intel Core 2 Duo E7300         (0),https://es.pcpartpicker.com/product/Ms7wrH/intel-cpu-bx80571e7300,null,"Integrated Graphics


None","Socket


LGA775"
1672945063-547,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,https://images-fe.ssl-images-amazon.com/images/I/31%2BzKaYCucL.jpg,Intel Celeron 420,1,1.6,null,35,Integrated GraphicsNone,155.36,Intel Celeron 420         (0),https://es.pcpartpicker.com/product/hzrG3C/intel-cpu-hh80557rg025512,null,"Integrated Graphics


None","Socket


LGA775"
1672945065-548,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,https://images-eu.ssl-images-amazon.com/images/I/51rVnr94h7L.jpg,Intel Core i3-8100,4,3.6,null,65,Integrated GraphicsIntel UHD Graphics 630,156.91,Intel Core i3-8100         (0),https://es.pcpartpicker.com/product/ZvzZxr/intel-core-i3-8100-36ghz-6-core-oemtray-processor-cm8068403377308,null,"Integrated Graphics


Intel UHD Graphics 630","Socket


LGA1151"
1672945068-549,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,/static/forever/img/no-image.png,AMD Phenom II X4 830,4,2.8,null,95,Integrated GraphicsNone,157.04,AMD Phenom II X4 830         (3),https://es.pcpartpicker.com/product/qLR48d/amd-cpu-hdx830wfk4dgm,"(3 Ratings, 3.7 Average)","Integrated Graphics


None","Socket


AM3"
1672945070-550,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,//cdna.pcpartpicker.com/static/forever/images/product/49fca908d8863ded4df790bd3af6bc12.256p.jpg,AMD Ryzen 5 5600,6,3.5,4.4,65,Integrated GraphicsNone,159.89,AMD Ryzen 5 5600         (49),https://es.pcpartpicker.com/product/PgcG3C/amd-ryzen-5-5600-36-ghz-6-core-processor-100-100000927box,"(49 Ratings, 5.0 Average)","Socket


AM4","Core Family


Vermeer"
1672945072-551,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,https://m.media-amazon.com/images/I/51bvpEY2dNL.jpg,Intel Pentium E5300,2,2.6,null,65,Integrated GraphicsNone,163.63,Intel Pentium E5300         (2),https://es.pcpartpicker.com/product/thXfrH/intel-cpu-bx80571e5300,"(2 Ratings, 3.5 Average)","Integrated Graphics


None","Socket


LGA775"
1672945075-552,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,//cdna.pcpartpicker.com/static/forever/images/product/c770299ed161e4589288e53b3c315088.256p.jpg,Intel Core i5-11400,6,2.6,4.4,65,Integrated GraphicsIntel UHD Graphics 730,163.68,Intel Core i5-11400         (31),https://es.pcpartpicker.com/product/92VmP6/intel-core-i5-11400-26-ghz-6-core-processor-bx8070811400,"(31 Ratings, 4.9 Average)","Socket


LGA1200","Core Family


Rocket Lake-S"
1672945077-553,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,//cdna.pcpartpicker.com/static/forever/images/product/5fe3c9cc8cbaaa4aa52aed7389d2cc10.256p.jpg,Intel Core i5-12400F,6,2.5,4.4,65,Integrated GraphicsNone,164.79,Intel Core i5-12400F         (37),https://es.pcpartpicker.com/product/pQNxFT/intel-core-i5-12400f-25-ghz-6-core-processor-bx8071512400f,"(37 Ratings, 4.9 Average)","Socket


LGA1700","Core Family


Alder Lake"
1672945079-554,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,//cdna.pcpartpicker.com/static/forever/images/product/d02d6ea62fae83eabde90fb02321d5ec.256p.jpg,AMD Phenom II X4 820,4,2.8,null,95,Integrated GraphicsNone,167,AMD Phenom II X4 820         (0),https://es.pcpartpicker.com/product/8g7wrH/amd-cpu-hdx820wfk4fgi,null,"Integrated Graphics


None","Socket


AM3"
1672945081-555,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,https://images-na.ssl-images-amazon.com/images/I/31-bxvdhwjL.jpg,Intel Celeron 440,1,2,null,35,Integrated GraphicsNone,167.21,Intel Celeron 440         (0),https://es.pcpartpicker.com/product/3Tfp99/intel-cpu-bx80557440,null,"Integrated Graphics


None","Socket


LGA775"
1672945084-556,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,//cdna.pcpartpicker.com/static/forever/images/product/62069eabe77fa79c55158028545484f2.256p.jpg,AMD Ryzen 5 1600X,6,3.6,4,95,Integrated GraphicsNone,167.62,AMD Ryzen 5 1600X         (74),https://es.pcpartpicker.com/product/8hwqqs/amd-ryzen-5-1600x-36ghz-6-core-processor-yd160xbcaewof,"(74 Ratings, 4.9 Average)","Socket


AM4","Core Family


Summit Ridge"
1672945086-557,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,//cdna.pcpartpicker.com/static/forever/images/product/fb7d5b0c9f096ff23c67cff86bceba0e.med.256p.jpg,AMD Phenom II X4 955,4,3.2,null,125,Integrated GraphicsNone,169.67,AMD Phenom II X4 955         (2),https://es.pcpartpicker.com/product/RNh9TW/amd-cpu-hdx955wfk4dgm,"(2 Ratings, 4.5 Average)","Integrated Graphics


None","Socket


AM3"
1672945088-558,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,//cdna.pcpartpicker.com/static/forever/images/product/0d74fb44f832ad674549787311aafa0f.256p.jpg,Intel Core i3-9100F,4,3.6,4.2,65,Integrated GraphicsNone,170.16,Intel Core i3-9100F         (25),https://es.pcpartpicker.com/product/YTbwrH/intel-core-i3-9100f-36-ghz-quad-core-processor-bx80684i39100f,"(25 Ratings, 4.6 Average)","Socket


LGA1151","Core Family


Coffee Lake Refresh"
1672945090-559,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,/static/forever/img/no-image.png,Intel Core i3-13100,4,3.4,4.5,60,Integrated GraphicsIntel UHD Graphics 730,172.8,Intel Core i3-13100         (0),https://es.pcpartpicker.com/product/RdjBD3/intel-core-i3-13100-34-ghz-quad-core-processor-bx8071513100,null,"Socket


LGA1700","Core Family


Raptor Lake"
1672945093-560,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,https://m.media-amazon.com/images/I/51LrUNN4lIL.jpg,AMD Phenom II X4 840,4,3.2,null,95,Integrated GraphicsNone,173,AMD Phenom II X4 840         (0),https://es.pcpartpicker.com/product/KPBv6h/amd-cpu-hdx840wfk42gm,null,"Integrated Graphics


None","Socket


AM3"
1672945095-561,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,https://images-eu.ssl-images-amazon.com/images/I/511mRxIv4GL.jpg,Intel Core i3-7100,2,3.9,null,51,Integrated GraphicsIntel HD Graphics 630,175,Intel Core i3-7100         (24),https://es.pcpartpicker.com/product/J9X2FT/intel-core-i3-7100-39ghz-dual-core-processor-bx80677i37100,"(24 Ratings, 4.4 Average)","Integrated Graphics


Intel HD Graphics 630","Socket


LGA1151"
1672945097-562,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,//cdna.pcpartpicker.com/static/forever/images/product/4cca7584d65df7a4e4b5298805e9552f.256p.jpg,AMD Athlon 3000G (14nm),2,3.5,null,35,Integrated GraphicsRadeon Vega 3,176,AMD Athlon 3000G (14nm)         (22),https://es.pcpartpicker.com/product/664BD3/amd-athlon-3000g-35-ghz-dual-core-processor-yd3000c6fhbox,"(22 Ratings, 4.8 Average)","Integrated Graphics


Radeon Vega 3","Socket


AM4"
1672945100-563,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,https://m.media-amazon.com/images/I/31Fi6fF0o8L.jpg,AMD Athlon II X4 640,4,3,null,95,Integrated GraphicsNone,178,AMD Athlon II X4 640         (3),https://es.pcpartpicker.com/product/WhXfrH/amd-cpu-adx640wfgmbox,"(3 Ratings, 4.7 Average)","Integrated Graphics


None","Socket


AM3"
1672945102-564,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,https://m.media-amazon.com/images/I/41gfZhCKO3L.jpg,Intel Xeon E5-2623 V3,4,3,3.5,105,Integrated GraphicsNone,178.11,Intel Xeon E5-2623 V3         (1),https://es.pcpartpicker.com/product/39Trxr/intel-cpu-cm8064401832000,"(1 Rating, 5.0 Average)","Socket


LGA2011-3","Core Family


Haswell-EP"
1672945104-565,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,https://images-na.ssl-images-amazon.com/images/I/41IVyRcDvZL.jpg,Intel Xeon E5-2650L,8,1.8,2.3,70,Integrated GraphicsNone,179.66,Intel Xeon E5-2650L         (0),https://es.pcpartpicker.com/product/3BsKHx/intel-cpu-cm8062107185309,null,"Socket


LGA2011","Core Family


Sandy Bridge-EP"
1672945106-566,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,//cdna.pcpartpicker.com/static/forever/images/product/b68f29b453848519ea8bd70695cd027c.256p.jpg,AMD Threadripper 1900X,8,3.8,4,180,Integrated GraphicsNone,179.99,AMD Threadripper 1900X         (6),https://es.pcpartpicker.com/product/BvgPxr/amd-threadripper-1900x-38ghz-8-core-processor-yd190xa8aewof,"(6 Ratings, 4.5 Average)","Socket


sTR4","Core Family


Whitehaven"
1672945109-567,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,//cdna.pcpartpicker.com/static/forever/images/product/43e2914b40ccb9ab7ce39eb656db3b44.256p.jpg,AMD Ryzen 5 3400G,4,3.7,4.2,65,Integrated GraphicsRadeon Vega 11,180.29,AMD Ryzen 5 3400G         (54),https://es.pcpartpicker.com/product/XP6qqs/amd-ryzen-5-3400g-37-ghz-quad-core-processor-ryzen-5-3400g,"(54 Ratings, 4.9 Average)","Socket


AM4","Core Family


Picasso"
1672945111-568,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,//cdna.pcpartpicker.com/static/forever/images/product/3ef757133d38ac40afe75da691ba7d60.256p.jpg,AMD Ryzen 5 5600X,6,3.7,4.6,65,Integrated GraphicsNone,180.81,AMD Ryzen 5 5600X         (533),https://es.pcpartpicker.com/product/g94BD3/amd-ryzen-5-5600x-37-ghz-6-core-processor-100-100000065box,"(533 Ratings, 4.9 Average)","Socket


AM4","Core Family


Vermeer"
1672945113-569,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,https://m.media-amazon.com/images/I/419h1NMeqvL.jpg,Intel Core i3-10300,4,3.7,4.4,65,Integrated GraphicsIntel UHD Graphics 630,180.97,Intel Core i3-10300         (1),https://es.pcpartpicker.com/product/g9PgXL/intel-core-i3-10300-37-ghz-quad-core-processor-bx8070110300,"(1 Rating, 5.0 Average)","Socket


LGA1200","Core Family


Comet Lake"
1672945115-570,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,//cdna.pcpartpicker.com/static/forever/images/product/ad2e56d88c77de3053dcc5dada363f58.256p.jpg,AMD Ryzen 3 2200G,4,3.5,3.7,65,Integrated GraphicsRadeon Vega 8,181.57,AMD Ryzen 3 2200G         (133),https://es.pcpartpicker.com/product/RkJtt6/amd-ryzen-3-2200g-35ghz-quad-core-processor-yd2200c5fbbox,"(133 Ratings, 4.8 Average)","Socket


AM4","Core Family


Raven Ridge"
1672945118-571,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,//cdna.pcpartpicker.com/static/forever/images/product/900cddd78a7e0b4ab21a6e80f65fd9d0.256p.jpg,AMD Athlon 220GE,2,3.4,null,35,Integrated GraphicsRadeon Vega 3,185,AMD Athlon 220GE         (3),https://es.pcpartpicker.com/product/YP448d/amd-athlon-220ge-34-ghz-dual-core-processor-yd220gc6fbbox,"(3 Ratings, 4.7 Average)","Integrated Graphics


Radeon Vega 3","Socket


AM4"
1672945120-572,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,//cdna.pcpartpicker.com/static/forever/images/product/93181dc9a768fc9b512a294c4f33cc91.256p.jpg,Intel Core i5-4690K,4,3.5,3.9,88,Integrated GraphicsIntel HD Graphics 4600,185,Intel Core i5-4690K         (559),https://es.pcpartpicker.com/product/Tvzv6h/intel-cpu-bx80646i54690k,"(559 Ratings, 4.9 Average)","Socket


LGA1150","Core Family


Haswell Refresh"
1672945122-573,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,//cdna.pcpartpicker.com/static/forever/images/product/39c7a343d00445b6e0e5d54d4b7ed561.256p.jpg,Intel Core i5-6600K,4,3.5,3.9,91,Integrated GraphicsIntel HD Graphics 530,185,Intel Core i5-6600K         (425),https://es.pcpartpicker.com/product/gx648d/intel-cpu-bx80662i56600k,"(425 Ratings, 4.9 Average)","Socket


LGA1151","Core Family


Skylake-S"
1672945125-574,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,//cdna.pcpartpicker.com/static/forever/images/product/42897d7fd845792aaa6a666396777d04.256p.jpg,AMD Ryzen 5 1500X,4,3.5,3.7,65,Integrated GraphicsNone,187.23,AMD Ryzen 5 1500X         (49),https://es.pcpartpicker.com/product/VtFXsY/amd-ryzen-5-1500x-35ghz-quad-core-processor-yd150xbbaebox,"(49 Ratings, 4.8 Average)","Socket


AM4","Core Family


Summit Ridge"
1672945127-575,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,https://m.media-amazon.com/images/I/519UGaMEAfL.jpg,Intel Core 2 Quad Q8200,4,2.33,null,95,Integrated GraphicsNone,188.63,Intel Core 2 Quad Q8200         (0),https://es.pcpartpicker.com/product/6GFPxr/intel-cpu-at80580pj0534mn,null,"Integrated Graphics


None","Socket


LGA775"
1672945129-576,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,//cdna.pcpartpicker.com/static/forever/images/product/8942c3d749703ea115f6ebcfe602d33e.med.256p.jpg,Intel Xeon E5-2630L V2,6,2.4,null,60,Integrated GraphicsNone,188.66,Intel Xeon E5-2630L V2         (0),https://es.pcpartpicker.com/product/Ks6BD3/intel-cpu-cm8063501376200,null,"Integrated Graphics


None","Socket


LGA2011"
1672945131-577,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,https://images-na.ssl-images-amazon.com/images/I/419KlIeW6yL.jpg,Intel Xeon E5-2620,6,2,null,95,Integrated GraphicsNone,190.02,Intel Xeon E5-2620         (0),https://es.pcpartpicker.com/product/2M9KHx/intel-cpu-bx80621e52620,null,"Integrated Graphics


None","Socket


LGA2011"
1672945134-578,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,//cdna.pcpartpicker.com/static/forever/images/product/331bcd7f5044608c8b4e0a2437219229.256p.jpg,Intel Core i5-12400,6,2.5,4.4,65,Integrated GraphicsIntel UHD Graphics 730,194.65,Intel Core i5-12400         (20),https://es.pcpartpicker.com/product/tLKKHx/intel-core-i5-12400-25-ghz-6-core-processor-bx8071512400,"(20 Ratings, 4.8 Average)","Socket


LGA1700","Core Family


Alder Lake"
1672945136-579,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,//cdna.pcpartpicker.com/static/forever/images/product/accc58caa6173a9dac85cc85c5aeebb0.256p.jpg,Intel Xeon E5-2660,8,2.2,3,95,Integrated GraphicsNone,194.75,Intel Xeon E5-2660         (0),https://es.pcpartpicker.com/product/c8tQzy/intel-xeon-e5-2660-22-ghz-8-core-oemtray-processor-cm8062107184801,null,"Socket


LGA2011","Core Family


Sandy Bridge-EP"
1672945138-580,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,//cdna.pcpartpicker.com/static/forever/images/product/47df61e58e95efb22c12e87a7ed34236.med.256p.jpg,AMD FX-4350,4,4.2,null,125,Integrated GraphicsNone,195,AMD FX-4350         (16),https://es.pcpartpicker.com/product/pQphP6/amd-cpu-fd4350frhkbox,"(16 Ratings, 4.6 Average)","Integrated Graphics


None","Socket


AM3+"
1672945140-581,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,https://m.media-amazon.com/images/I/31AmQD+WfrL.jpg,AMD FX-6350,6,3.9,null,125,Integrated GraphicsNone,195,AMD FX-6350         (50),https://es.pcpartpicker.com/product/HqGkcf/amd-cpu-fd6350frhkbox,"(50 Ratings, 4.8 Average)","Integrated Graphics


None","Socket


AM3+"
1672945143-582,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,//cdna.pcpartpicker.com/static/forever/images/product/907d3d6fa5bcbf87be2045d806ccadd7.256p.jpg,Intel Core i3-8100,4,3.6,null,65,Integrated GraphicsIntel UHD Graphics 630,195,Intel Core i3-8100         (42),https://es.pcpartpicker.com/product/YqKhP6/intel-core-i3-8100-36ghz-4-core-processor-bx80684i38100,"(42 Ratings, 4.5 Average)","Integrated Graphics


Intel UHD Graphics 630","Socket


LGA1151"
1672945145-583,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,/static/forever/img/no-image.png,Intel Xeon E3-1260L V5,4,2.9,3.9,45,Integrated GraphicsNone,197.34,Intel Xeon E3-1260L V5         (0),https://es.pcpartpicker.com/product/NRTrxr/intel-cpu-cm8066201921903,null,"Socket


LGA1151","Core Family


Skylake-H"
1672945147-584,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,//cdna.pcpartpicker.com/static/forever/images/product/d28d05f1c9972e51ef212760baca9612.256p.jpg,Intel Core i5-10600KF,6,4.1,4.8,125,Integrated GraphicsNone,197.56,Intel Core i5-10600KF         (10),https://es.pcpartpicker.com/product/p6jNnQ/intel-core-i5-10600kf-41-ghz-6-core-processor-bx8070110600kf,"(10 Ratings, 5.0 Average)","Socket


LGA1200","Core Family


Comet Lake"
1672945149-585,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,https://m.media-amazon.com/images/I/51umLSyxeRL.jpg,Intel Core i3-540,2,3.06,null,73,Integrated GraphicsIntel HD Graphics,200,Intel Core i3-540         (2),https://es.pcpartpicker.com/product/WF6BD3/intel-cpu-bx80616i3540,"(2 Ratings, 5.0 Average)","Integrated Graphics


Intel HD Graphics","Socket


LGA1156"
1672945152-586,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,https://images-eu.ssl-images-amazon.com/images/I/41lGxCB5GHL.jpg,Intel Pentium E5300,2,2.6,null,65,Integrated GraphicsNone,200.13,Intel Pentium E5300         (0),https://es.pcpartpicker.com/product/HHFPxr/intel-cpu-at80571pg0642m,null,"Integrated Graphics


None","Socket


LGA775"
1672945154-587,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,https://m.media-amazon.com/images/I/41ricmKHdjL.jpg,Intel Pentium E5300,2,2.6,null,65,Integrated GraphicsNone,200.13,Intel Pentium E5300         (0),https://es.pcpartpicker.com/product/pTfp99/intel-cpu-at80571pg0642ml,null,"Integrated Graphics


None","Socket


LGA775"
1672945156-588,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,https://m.media-amazon.com/images/I/51gXXVws4cL.jpg,Intel Pentium G640T,2,2.4,null,35,Integrated GraphicsIntel HD Graphics,200.42,Intel Pentium G640T         (0),https://es.pcpartpicker.com/product/zVV48d/intel-cpu-bx80623g640t,null,"Integrated Graphics


Intel HD Graphics","Socket


LGA1155"
1672945158-589,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,//cdna.pcpartpicker.com/static/forever/images/product/f599944d7bed683e57062447764ce9d9.256p.jpg,AMD Ryzen 7 5700G,8,3.8,4.6,65,Integrated GraphicsRadeon Vega 8,202.5,AMD Ryzen 7 5700G         (34),https://es.pcpartpicker.com/product/ycGbt6/amd-ryzen-7-5700g-38-ghz-8-core-processor-100-100000263box,"(34 Ratings, 4.9 Average)","Socket


AM4","Core Family


Cezanne"
1672945161-590,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,//cdna.pcpartpicker.com/static/forever/images/product/c7baf2c9c9cc15ae23adb24c2f4316fc.256p.jpg,AMD Ryzen 5 3600,6,3.6,4.2,65,Integrated GraphicsNone,203,AMD Ryzen 5 3600         (1116),https://es.pcpartpicker.com/product/9nm323/amd-ryzen-5-3600-36-thz-6-core-processor-100-100000031box,"(1116 Ratings, 4.9 Average)","Socket


AM4","Core Family


Matisse"
1672945163-591,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,https://m.media-amazon.com/images/I/41BiCOYLgvL.jpg,Intel Core 2 Duo E4400,2,2,null,65,Integrated GraphicsNone,204.17,Intel Core 2 Duo E4400         (0),https://es.pcpartpicker.com/product/yMH323/intel-cpu-bx80557e4400,null,"Integrated Graphics


None","Socket


LGA775"
1672945165-592,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,//cdna.pcpartpicker.com/static/forever/images/product/614673693f9281d17b521cbf52799c68.256p.jpg,AMD Ryzen 3 3100,4,3.6,3.9,65,Integrated GraphicsNone,204.84,AMD Ryzen 3 3100         (62),https://es.pcpartpicker.com/product/ndwkcf/amd-ryzen-3-3100-36-ghz-quad-core-processor-100-100000284box,"(62 Ratings, 4.9 Average)","Socket


 AM4","Core Family


Matisse"
1672945168-593,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,//cdna.pcpartpicker.com/static/forever/images/product/e729f016407018e8894b7db7eac671e8.256p.jpg,AMD Ryzen 7 3700X,8,3.6,4.4,65,Integrated GraphicsNone,204.9,AMD Ryzen 7 3700X         (1),https://es.pcpartpicker.com/product/KsHRsY/amd-ryzen-7-3700x-36-ghz-8-core-oemtray-processor-100-000000071,"(1 Rating, 5.0 Average)","Socket


AM4","Core Family


Matisse"
